,angle,reaction_time,ans,rsp,obj,name,experiment,group,session,AR,Type,Sym
0,0.0,7.481438,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
1,135.0,3.126381,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
2,90.0,7.028828,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
3,90.0,4.543175,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
4,180.0,4.759361,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
5,135.0,3.094666,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
6,90.0,3.027428,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
7,45.0,3.528358,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
8,0.0,3.225471,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
9,180.0,2.313316,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
10,0.0,2.221939,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
11,90.0,2.657455,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
12,90.0,3.750645,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
13,0.0,2.797859,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
14,180.0,8.220657,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
15,45.0,2.464111,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
16,90.0,4.707001,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
17,0.0,3.004112,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
18,135.0,4.631577,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
19,45.0,3.240616,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
20,135.0,2.135536,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
21,135.0,2.548058,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
22,135.0,6.606812,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
23,45.0,2.361755,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
24,135.0,2.72554,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
25,0.0,2.021408,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
26,135.0,2.390625,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
27,90.0,2.402313,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
28,180.0,2.329559,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
29,90.0,1.93647,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
30,180.0,1.971565,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
31,45.0,2.2183,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
32,0.0,2.299133,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
33,180.0,1.68692,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
34,180.0,2.055069,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
35,135.0,2.334473,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
36,135.0,2.13324,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
37,90.0,1.856445,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
38,90.0,1.696213,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
39,180.0,1.564819,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
40,90.0,2.142975,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
41,180.0,3.514389,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
42,45.0,6.866211,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
43,0.0,2.710419,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
44,180.0,1.988388,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
45,45.0,2.782303,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
46,135.0,3.138382,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
47,0.0,2.177917,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
48,90.0,2.480591,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
49,0.0,2.722778,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
50,135.0,2.434311,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
51,45.0,2.210403,0.0,0.0,1.0,ZX,E1,G1,S2,1.0,B,0
52,180.0,2.671509,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
53,45.0,2.525528,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
54,45.0,2.620499,1.0,1.0,2.0,ZX,E1,G1,S2,1.0,B,0
55,0.0,2.080978,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
56,0.0,2.390091,1.0,1.0,1.0,ZX,E1,G1,S2,1.0,B,0
57,45.0,3.932587,1.0,1.0,0.0,ZX,E1,G1,S2,1.0,B,0
58,45.0,2.480331,0.0,0.0,2.0,ZX,E1,G1,S2,1.0,B,0
59,180.0,3.618774,0.0,0.0,0.0,ZX,E1,G1,S2,1.0,B,0
60,0.0,3.702734,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
61,135.0,1.96649,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
62,90.0,1.958698,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
63,90.0,1.809067,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
64,180.0,2.165833,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
65,135.0,1.707611,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
66,90.0,2.269127,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
67,45.0,2.189953,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
68,0.0,3.672699,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
69,180.0,1.823502,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
70,0.0,1.831387,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
71,90.0,2.055943,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
72,90.0,2.020523,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
73,0.0,2.659832,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
74,180.0,2.244717,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
75,45.0,1.909615,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
76,90.0,1.899136,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
77,0.0,1.921638,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
78,135.0,2.232567,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
80,135.0,2.679901,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
81,135.0,2.244598,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
82,135.0,2.279999,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
83,45.0,3.092957,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
84,135.0,2.567482,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
85,0.0,1.743042,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
86,135.0,2.660423,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
87,90.0,1.925117,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
88,180.0,1.71463,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
89,90.0,2.479698,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
90,180.0,1.7994,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
91,45.0,2.063538,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
92,0.0,2.135094,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
93,180.0,1.564957,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
94,180.0,1.830643,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
95,135.0,1.785103,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
96,135.0,1.696304,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
97,90.0,2.877029,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
98,90.0,1.794807,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
99,180.0,1.576378,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
100,90.0,1.876785,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
101,180.0,1.833122,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
102,45.0,1.982758,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
104,180.0,2.085106,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
105,45.0,4.807823,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
106,135.0,2.312012,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
107,0.0,2.512894,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
108,90.0,2.166306,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
109,0.0,2.163773,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
110,135.0,1.559326,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
111,45.0,2.14119,0.0,0.0,1.0,ZX,E1,G1,S3,1.0,B,0
112,180.0,2.135437,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
113,45.0,2.523239,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
114,45.0,2.056381,1.0,1.0,2.0,ZX,E1,G1,S3,1.0,B,0
115,0.0,1.953186,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
116,0.0,3.04071,1.0,1.0,1.0,ZX,E1,G1,S3,1.0,B,0
117,45.0,2.423538,1.0,1.0,0.0,ZX,E1,G1,S3,1.0,B,0
118,45.0,2.297745,0.0,0.0,2.0,ZX,E1,G1,S3,1.0,B,0
119,180.0,2.45845,0.0,0.0,0.0,ZX,E1,G1,S3,1.0,B,0
540,90.0,4.545571,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
541,0.0,1.957747,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
542,45.0,1.910544,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
543,135.0,2.200916,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
544,90.0,3.138636,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
545,0.0,2.311991,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
546,135.0,3.395269,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
547,135.0,3.385015,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
548,135.0,2.680218,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
549,45.0,2.769817,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
550,90.0,2.749714,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
552,180.0,8.020412,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
553,90.0,4.021149,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
554,45.0,3.226738,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
555,0.0,2.235752,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
556,45.0,2.86972,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
557,90.0,1.953682,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
559,45.0,2.456917,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
560,90.0,2.62146,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
561,90.0,1.85791,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
562,45.0,2.077797,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
563,90.0,2.758911,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
564,45.0,4.121368,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
565,0.0,2.357147,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
566,45.0,1.965157,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
567,135.0,2.524475,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
568,0.0,1.988968,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
569,0.0,2.802155,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
570,90.0,3.462914,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
571,180.0,4.01828,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
572,135.0,3.759354,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
573,90.0,3.636208,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
574,180.0,3.565483,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
575,45.0,2.345558,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
576,45.0,3.753494,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
577,0.0,2.257248,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
578,180.0,3.29451,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
579,135.0,3.517563,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
580,180.0,2.860519,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
581,180.0,3.662231,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
582,180.0,7.145233,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
583,0.0,2.972443,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
584,180.0,5.264465,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
585,0.0,2.746582,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
586,135.0,3.138351,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
587,180.0,4.047958,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
589,135.0,3.370804,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
590,135.0,3.270126,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
591,0.0,3.961777,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
592,135.0,4.239822,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
593,90.0,4.032318,0.0,0.0,2.0,ZX,E3,G1,S2,1.0,T,0
594,90.0,2.624863,1.0,1.0,2.0,ZX,E3,G1,S2,1.0,T,0
595,45.0,2.312805,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
596,0.0,3.640381,1.0,1.0,1.0,ZX,E3,G1,S2,1.0,T,0
597,135.0,2.648178,0.0,0.0,0.0,ZX,E3,G1,S2,1.0,T,0
598,45.0,3.287338,1.0,1.0,0.0,ZX,E3,G1,S2,1.0,T,0
599,180.0,4.442017,0.0,0.0,1.0,ZX,E3,G1,S2,1.0,T,0
601,0.0,2.344803,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
602,45.0,1.7202,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
604,90.0,2.984436,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
605,0.0,2.324554,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
606,135.0,5.809204,0.0,0.0,2.0,ZX,E3,G1,S3,1.0,T,0
607,135.0,3.360092,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
608,135.0,1.799652,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
609,45.0,3.830551,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
610,90.0,2.647995,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
612,180.0,5.221573,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
613,90.0,2.116821,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
614,45.0,2.321381,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
615,0.0,1.798553,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
616,45.0,3.230225,0.0,0.0,2.0,ZX,E3,G1,S3,1.0,T,0
617,90.0,1.752533,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
618,0.0,2.959503,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
619,45.0,1.760712,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
620,90.0,2.852448,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
621,90.0,1.786896,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
622,45.0,2.017883,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
624,45.0,4.577118,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
625,0.0,2.279907,0.0,0.0,2.0,ZX,E3,G1,S3,1.0,T,0
626,45.0,1.833008,0.0,0.0,2.0,ZX,E3,G1,S3,1.0,T,0
627,135.0,2.177002,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
628,0.0,1.876923,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
630,90.0,2.614929,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
631,180.0,4.043152,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
632,135.0,3.909119,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
633,90.0,2.263458,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
634,180.0,4.013885,0.0,0.0,2.0,ZX,E3,G1,S3,1.0,T,0
635,45.0,2.411285,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
636,45.0,3.140381,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
637,0.0,2.27771,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
638,180.0,2.960236,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
639,135.0,3.389496,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
640,180.0,4.037781,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
642,180.0,3.225922,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
643,0.0,2.413513,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
644,180.0,5.293945,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
645,0.0,2.461365,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
646,135.0,3.102448,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
647,180.0,2.392365,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
648,180.0,2.92511,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
649,135.0,2.219757,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
650,135.0,2.279816,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
652,135.0,4.902832,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
653,90.0,2.057007,0.0,0.0,2.0,ZX,E3,G1,S3,1.0,T,0
654,90.0,2.134827,1.0,1.0,2.0,ZX,E3,G1,S3,1.0,T,0
655,45.0,2.097473,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
656,0.0,2.35611,1.0,1.0,1.0,ZX,E3,G1,S3,1.0,T,0
657,135.0,2.380157,0.0,0.0,0.0,ZX,E3,G1,S3,1.0,T,0
658,45.0,1.787628,1.0,1.0,0.0,ZX,E3,G1,S3,1.0,T,0
659,180.0,3.931305,0.0,0.0,1.0,ZX,E3,G1,S3,1.0,T,0
1800,90.0,1.150378,0.0,0.0,2.0,HY,E1,G1,S2,1.0,B,0
1801,0.0,3.384116,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1802,45.0,3.36314,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1804,90.0,2.583818,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1805,0.0,2.628341,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
1806,135.0,3.47817,0.0,0.0,2.0,HY,E1,G1,S2,1.0,B,0
1807,135.0,2.748198,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1808,135.0,2.50066,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1809,45.0,2.933996,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1810,90.0,3.25428,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
1812,180.0,8.205231,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1813,90.0,1.91354,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1814,45.0,3.983925,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1815,0.0,1.657021,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1816,45.0,2.088398,0.0,0.0,2.0,HY,E1,G1,S2,1.0,B,0
1817,90.0,2.089317,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1818,0.0,2.291496,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
1819,45.0,3.672638,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1820,90.0,2.089424,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1821,90.0,2.246101,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
1822,45.0,4.309418,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1823,90.0,2.168961,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1824,45.0,1.85968,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1825,0.0,3.790428,0.0,0.0,2.0,HY,E1,G1,S2,1.0,B,0
1826,45.0,1.754326,0.0,0.0,2.0,HY,E1,G1,S2,1.0,B,0
1827,135.0,1.830078,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1828,0.0,1.944618,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1829,0.0,1.776123,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1830,90.0,2.528519,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1831,180.0,2.050995,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
1832,135.0,2.636909,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1833,90.0,2.088615,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1834,180.0,2.278923,0.0,0.0,2.0,HY,E1,G1,S2,1.0,B,0
1835,45.0,2.669228,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1836,45.0,2.456726,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1837,0.0,1.699593,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1838,180.0,2.009293,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
1839,135.0,2.413132,0.0,0.0,1.0,HY,E1,G1,S2,1.0,B,0
1840,180.0,1.886543,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1841,180.0,2.166306,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1842,180.0,2.486931,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1843,0.0,2.031647,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1844,180.0,2.702621,1.0,1.0,2.0,HY,E1,G1,S2,1.0,B,0
1845,0.0,2.084007,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1846,135.0,2.444733,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1847,180.0,1.924446,0.0,0.0,0.0,HY,E1,G1,S2,1.0,B,0
1848,180.0,2.088173,1.0,1.0,1.0,HY,E1,G1,S2,1.0,B,0
1849,135.0,2.298813,1.0,1.0,0.0,HY,E1,G1,S2,1.0,B,0
